text,aspect,v,a,id,category,opinion,source
this is a great place to get a delicious meal .,place,7.5,7.33,rest16_quad_test_10,RESTAURANT#GENERAL,great,eng_restaurant_train_alltasks
the staff is pretty friendly .,staff,6.5,6.83,rest16_quad_test_11,SERVICE#GENERAL,pretty friendly,eng_restaurant_train_alltasks
the onion rings are great !,onion rings,7.62,7.75,rest16_quad_test_12,FOOD#QUALITY,great,eng_restaurant_train_alltasks
"the lemon chicken tasted like sticky sweet donuts and the honey walnut prawns , the few they actually give you . . . . . were not good .",lemon chicken,3.38,5.62,rest16_quad_test_13,FOOD#QUALITY,sticky sweet,eng_restaurant_train_alltasks
"the lemon chicken tasted like sticky sweet donuts and the honey walnut prawns , the few they actually give you . . . . . were not good .",honey walnut prawns,3.62,5.88,rest16_quad_test_13,FOOD#QUALITY,not good,eng_restaurant_train_alltasks
"the lemon chicken tasted like sticky sweet donuts and the honey walnut prawns , the few they actually give you . . . . . were not good .",honey walnut prawns,3.38,5.88,rest16_quad_test_13,FOOD#STYLE_OPTIONS,not good,eng_restaurant_train_alltasks
"nice ambience , but highly overrated place .",ambience,6.67,6.33,rest16_quad_test_14,AMBIENCE#GENERAL,nice,eng_restaurant_train_alltasks
"nice ambience , but highly overrated place .",place,2.83,7.17,rest16_quad_test_14,RESTAURANT#GENERAL,highly overrated,eng_restaurant_train_alltasks
worst service i ever had,service,2.5,7.0,rest16_quad_test_15,SERVICE#GENERAL,worst,eng_restaurant_train_alltasks
everyone that sat in the back outside agreed that it was the worst service we had ever received .,service,1.88,7.88,rest16_quad_test_16,SERVICE#GENERAL,worst,eng_restaurant_train_alltasks
"our waiter was non - existent and after our food finally arrived over an hour after we ordered , we were not given any water or utensils .",waiter,3.0,5.25,rest16_quad_test_17,SERVICE#GENERAL,non - existent,eng_restaurant_train_alltasks
"i complained to the manager , but he was not even apologetic .",manager,2.83,6.83,rest16_quad_test_18,SERVICE#GENERAL,not even apologetic,eng_restaurant_train_alltasks
fabulous italian food !,italian food,8.17,8.5,rest16_quad_test_19,FOOD#QUALITY,fabulous,eng_restaurant_train_alltasks
– i highly recommend mioposto .,mioposto,7.5,7.25,rest16_quad_test_20,RESTAURANT#GENERAL,highly recommend,eng_restaurant_train_alltasks
i am so happy to have a wonderful italian restaurant in my neighborhood .,italian restaurant,7.75,7.88,rest16_quad_test_21,RESTAURANT#GENERAL,wonderful,eng_restaurant_train_alltasks
i am so happy to have a wonderful italian restaurant in my neighborhood .,italian restaurant,7.62,7.75,rest16_quad_test_21,RESTAURANT#GENERAL,so happy,eng_restaurant_train_alltasks
the wine list is wonderful and the food reminds me of my recent trip to italy .,wine list,8.0,8.0,rest16_quad_test_22,DRINKS#STYLE_OPTIONS,wonderful,eng_restaurant_train_alltasks
the wine list is wonderful and the food reminds me of my recent trip to italy .,food,5.0,5.0,rest16_quad_test_22,FOOD#QUALITY,NULL,eng_restaurant_train_alltasks
i love this restaurant,restaurant,7.3,7.4,rest16_quad_test_23,RESTAURANT#GENERAL,love,eng_restaurant_train_alltasks
"– i will never forget the amazing meal , service , and ambiance i experience at this restaurant .",meal,7.88,7.88,rest16_quad_test_24,FOOD#QUALITY,amazing,eng_restaurant_train_alltasks
"– i will never forget the amazing meal , service , and ambiance i experience at this restaurant .",service,7.88,7.88,rest16_quad_test_24,SERVICE#GENERAL,amazing,eng_restaurant_train_alltasks
"– i will never forget the amazing meal , service , and ambiance i experience at this restaurant .",ambiance,7.88,7.88,rest16_quad_test_24,AMBIENCE#GENERAL,amazing,eng_restaurant_train_alltasks
"the wine list is incredible and extensive and diverse , the food is all incredible and the staff was all very nice , good at their jobs and cultured .",wine list,8.0,8.0,rest16_quad_test_25,DRINKS#STYLE_OPTIONS,incredible,eng_restaurant_train_alltasks
"the wine list is incredible and extensive and diverse , the food is all incredible and the staff was all very nice , good at their jobs and cultured .",wine list,7.83,8.0,rest16_quad_test_25,DRINKS#STYLE_OPTIONS,extensive,eng_restaurant_train_alltasks
"the wine list is incredible and extensive and diverse , the food is all incredible and the staff was all very nice , good at their jobs and cultured .",wine list,7.67,7.83,rest16_quad_test_25,DRINKS#STYLE_OPTIONS,diverse,eng_restaurant_train_alltasks
"the wine list is incredible and extensive and diverse , the food is all incredible and the staff was all very nice , good at their jobs and cultured .",food,7.83,8.17,rest16_quad_test_25,FOOD#QUALITY,incredible,eng_restaurant_train_alltasks
"the wine list is incredible and extensive and diverse , the food is all incredible and the staff was all very nice , good at their jobs and cultured .",staff,7.33,7.33,rest16_quad_test_25,SERVICE#GENERAL,very nice,eng_restaurant_train_alltasks
"the wine list is incredible and extensive and diverse , the food is all incredible and the staff was all very nice , good at their jobs and cultured .",staff,6.83,7.0,rest16_quad_test_25,SERVICE#GENERAL,good,eng_restaurant_train_alltasks
i have not a bad thing to say about this place .,place,7.33,7.17,rest16_quad_test_26,RESTAURANT#GENERAL,not a bad,eng_restaurant_train_alltasks
the food was great !,food,7.33,7.67,rest16_quad_test_27,FOOD#QUALITY,great,eng_restaurant_train_alltasks
"it ' s * very * reasonably priced , esp for the quality of the food .",food,7.33,7.33,rest16_quad_test_28,FOOD#QUALITY,* very * reasonably,eng_restaurant_train_alltasks
"it ' s * very * reasonably priced , esp for the quality of the food .",food,7.5,7.67,rest16_quad_test_28,FOOD#PRICES,* very * reasonably,eng_restaurant_train_alltasks
i had the kafta plate and it was perfect .,kafta plate,8.0,7.7,rest16_quad_test_29,FOOD#QUALITY,perfect,eng_restaurant_train_alltasks
"– in a age of incremental cost cutting in restaurants , its nice to see a place that bucks that trend , and just plain delivers high quality food and good service , period .",food,8.0,8.25,rest16_quad_test_30,FOOD#QUALITY,high quality,eng_restaurant_train_alltasks
"– in a age of incremental cost cutting in restaurants , its nice to see a place that bucks that trend , and just plain delivers high quality food and good service , period .",service,7.0,7.0,rest16_quad_test_30,SERVICE#GENERAL,good,eng_restaurant_train_alltasks
this is the place to relax and enjoy the finest quality food the industry can offer .,place,8.0,8.33,rest16_quad_test_31,AMBIENCE#GENERAL,relax,eng_restaurant_train_alltasks
this is the place to relax and enjoy the finest quality food the industry can offer .,place,7.83,8.0,rest16_quad_test_31,AMBIENCE#GENERAL,enjoy,eng_restaurant_train_alltasks
this is the place to relax and enjoy the finest quality food the industry can offer .,food,8.17,8.5,rest16_quad_test_31,FOOD#QUALITY,finest quality,eng_restaurant_train_alltasks
caution - its real food for people who love the best .,food,6.83,7.0,rest16_quad_test_32,FOOD#QUALITY,real,eng_restaurant_train_alltasks
caution - its real food for people who love the best .,food,7.5,7.5,rest16_quad_test_32,FOOD#QUALITY,best,eng_restaurant_train_alltasks
i liked the atmosphere very much but the food was not worth the price .,atmosphere,6.5,6.25,rest16_quad_test_33,AMBIENCE#GENERAL,liked,eng_restaurant_train_alltasks
i liked the atmosphere very much but the food was not worth the price .,food,3.5,4.62,rest16_quad_test_33,FOOD#QUALITY,not worth,eng_restaurant_train_alltasks
i liked the atmosphere very much but the food was not worth the price .,food,3.5,4.62,rest16_quad_test_33,FOOD#PRICES,not worth,eng_restaurant_train_alltasks
i may not be a sushi guru but i can tell you that the food here is just okay and that there is not much else to it .,food,5.38,5.38,rest16_quad_test_34,FOOD#QUALITY,just okay,eng_restaurant_train_alltasks
"rice is too dry , tuna was n ' t so fresh either .",rice,2.83,6.67,rest16_quad_test_35,FOOD#QUALITY,too dry,eng_restaurant_train_alltasks
"rice is too dry , tuna was n ' t so fresh either .",tuna,3.0,6.67,rest16_quad_test_35,FOOD#QUALITY,n ' t so fresh,eng_restaurant_train_alltasks
i have eaten here three times and have found the quality and variety of the fish to be excellent .,fish,8.38,8.38,rest16_quad_test_36,FOOD#QUALITY,excellent,eng_restaurant_train_alltasks
i have eaten here three times and have found the quality and variety of the fish to be excellent .,fish,8.38,8.38,rest16_quad_test_36,FOOD#STYLE_OPTIONS,excellent,eng_restaurant_train_alltasks
"however , the value and service are both severely lacking .",value,3.12,4.67,rest16_quad_test_37,RESTAURANT#PRICES,severely lacking,eng_restaurant_train_alltasks
"however , the value and service are both severely lacking .",service,3.25,4.67,rest16_quad_test_37,SERVICE#GENERAL,severely lacking,eng_restaurant_train_alltasks
"furthermore , while the fish is unquestionably fresh , rolls tend to be inexplicably bland .",fish,7.67,7.67,rest16_quad_test_38,FOOD#QUALITY,unquestionably fresh,eng_restaurant_train_alltasks
"furthermore , while the fish is unquestionably fresh , rolls tend to be inexplicably bland .",rolls,3.33,4.83,rest16_quad_test_38,FOOD#QUALITY,bland,eng_restaurant_train_alltasks
the service ranges from mediocre to offensive .,service,4.67,5.5,rest16_quad_test_39,SERVICE#GENERAL,mediocre,eng_restaurant_train_alltasks
the service ranges from mediocre to offensive .,service,2.5,8.0,rest16_quad_test_39,SERVICE#GENERAL,offensive,eng_restaurant_train_alltasks
"on a recent trip , our waiter was extremely dismissive , while no less than three staff members waited hand - and - foot on a pair of japanese girls seated nearby .",waiter,1.8,8.0,rest16_quad_test_40,SERVICE#GENERAL,extremely dismissive,eng_restaurant_train_alltasks
"on a recent trip , our waiter was extremely dismissive , while no less than three staff members waited hand - and - foot on a pair of japanese girls seated nearby .",staff members,3.2,6.5,rest16_quad_test_40,SERVICE#GENERAL,NULL,eng_restaurant_train_alltasks
freshest sushi – i love this restaurant .,sushi,7.75,7.75,rest16_quad_test_41,FOOD#QUALITY,freshest,eng_restaurant_train_alltasks
freshest sushi – i love this restaurant .,restaurant,7.0,7.0,rest16_quad_test_41,RESTAURANT#GENERAL,love,eng_restaurant_train_alltasks
they pay such detail to everything from miso soup to complex rolls .,miso soup,5.0,5.0,rest16_quad_test_42,FOOD#QUALITY,NULL,eng_restaurant_train_alltasks
they pay such detail to everything from miso soup to complex rolls .,rolls,7.83,8.0,rest16_quad_test_42,FOOD#QUALITY,complex,eng_restaurant_train_alltasks
the sashimi was the freshest and most tender i have ever tasted .,sashimi,7.88,8.0,rest16_quad_test_43,FOOD#QUALITY,most tender,eng_restaurant_train_alltasks
the sashimi was the freshest and most tender i have ever tasted .,sashimi,8.12,8.12,rest16_quad_test_43,FOOD#QUALITY,freshest,eng_restaurant_train_alltasks
their apps are all delicious .,apps,7.75,7.62,rest16_quad_test_44,FOOD#QUALITY,delicious,eng_restaurant_train_alltasks
the only drawback is that this place is really expensive and the portions are on the small side .,place,3.5,6.67,rest16_quad_test_45,RESTAURANT#PRICES,really expensive,eng_restaurant_train_alltasks
the only drawback is that this place is really expensive and the portions are on the small side .,portions,3.5,6.83,rest16_quad_test_45,FOOD#STYLE_OPTIONS,small,eng_restaurant_train_alltasks
"but the space is small and lovely , and the service is helpful .",space,5.62,4.12,rest16_quad_test_46,AMBIENCE#GENERAL,small,eng_restaurant_train_alltasks
"but the space is small and lovely , and the service is helpful .",space,6.75,5.75,rest16_quad_test_46,AMBIENCE#GENERAL,lovely,eng_restaurant_train_alltasks
"but the space is small and lovely , and the service is helpful .",service,6.75,5.88,rest16_quad_test_46,SERVICE#GENERAL,helpful,eng_restaurant_train_alltasks
– the food was not great & the waiters were rude .,food,4.0,4.67,rest16_quad_test_47,FOOD#QUALITY,not great,eng_restaurant_train_alltasks
– the food was not great & the waiters were rude .,waiters,2.0,6.5,rest16_quad_test_47,SERVICE#GENERAL,rude,eng_restaurant_train_alltasks
great service,service,6.9,6.8,rest16_quad_test_48,SERVICE#GENERAL,great,eng_restaurant_train_alltasks
my service was stellar !,service,7.3,7.3,rest16_quad_test_49,SERVICE#GENERAL,stellar,eng_restaurant_train_alltasks
the bus boy even spotted that my table was shaking a stabilized it for me .,bus boy,4.5,5.12,rest16_quad_test_50,SERVICE#GENERAL,NULL,eng_restaurant_train_alltasks
"food was fine , with a some little - tastier - than - normal salsa .",food,6.38,6.38,rest16_quad_test_51,FOOD#QUALITY,fine,eng_restaurant_train_alltasks
"food was fine , with a some little - tastier - than - normal salsa .",salsa,6.25,6.25,rest16_quad_test_51,FOOD#QUALITY,fine,eng_restaurant_train_alltasks
"the food was great , the margaritas too but the waitress was too busy being nice to her other larger party than to take better care of my friend and me .",food,7.33,7.33,rest16_quad_test_52,FOOD#QUALITY,great,eng_restaurant_train_alltasks
"the food was great , the margaritas too but the waitress was too busy being nice to her other larger party than to take better care of my friend and me .",margaritas,7.33,7.33,rest16_quad_test_52,FOOD#QUALITY,great,eng_restaurant_train_alltasks
"the food was great , the margaritas too but the waitress was too busy being nice to her other larger party than to take better care of my friend and me .",waitress,3.17,6.67,rest16_quad_test_52,SERVICE#GENERAL,too busy,eng_restaurant_train_alltasks
mama mia – i live in the neighborhood and feel lucky to live by such a great pizza place .,pizza place,7.88,8.0,rest16_quad_test_53,RESTAURANT#GENERAL,great,eng_restaurant_train_alltasks
"the only problem is you really have to warm up the pizza before it ' s edible , even when you order ahead .",pizza,3.38,5.88,rest16_quad_test_54,FOOD#QUALITY,problem,eng_restaurant_train_alltasks
"but once done , it ' s not too much dough , not too much cheese , not too much sauce .",NULL,5.0,5.0,rest16_quad_test_55,FOOD#QUALITY,NULL,eng_restaurant_train_alltasks
best sushi in town .,sushi,8.0,8.0,rest16_quad_test_56,FOOD#QUALITY,best,eng_restaurant_train_alltasks
the best calamari in seattle !,calamari,8.5,8.5,rest16_quad_test_57,FOOD#QUALITY,best,eng_restaurant_train_alltasks
– . . . and the best summertime deck experience - - they will even bring you a blanket if you get cold in the seattle evening weather .,deck,7.5,7.62,rest16_quad_test_58,AMBIENCE#GENERAL,best,eng_restaurant_train_alltasks
– . . . and the best summertime deck experience - - they will even bring you a blanket if you get cold in the seattle evening weather .,NULL,7.25,7.38,rest16_quad_test_58,SERVICE#GENERAL,best,eng_restaurant_train_alltasks
a perfect place to take out of town guests any time of the year .,place,8.0,8.12,rest16_quad_test_59,RESTAURANT#GENERAL,perfect,eng_restaurant_train_alltasks
"endless fun , awesome music , great staff ! ! !",music,7.5,7.83,rest16_quad_test_60,AMBIENCE#GENERAL,awesome,eng_restaurant_train_alltasks
"endless fun , awesome music , great staff ! ! !",staff,7.67,7.83,rest16_quad_test_60,SERVICE#GENERAL,great,eng_restaurant_train_alltasks
"endless fun , awesome music , great staff ! ! !",NULL,7.5,7.67,rest16_quad_test_60,RESTAURANT#GENERAL,fun,eng_restaurant_train_alltasks
– by far the best bar in the east village . . .,bar,7.0,6.88,rest16_quad_test_61,RESTAURANT#GENERAL,best,eng_restaurant_train_alltasks
great draft and bottle selection and the pizza rocks .,draft and bottle selection,7.75,7.88,rest16_quad_test_62,DRINKS#STYLE_OPTIONS,great,eng_restaurant_train_alltasks
great draft and bottle selection and the pizza rocks .,pizza,7.88,8.12,rest16_quad_test_62,FOOD#QUALITY,great,eng_restaurant_train_alltasks
definitely has one of the best jukebox ' s i ' ve seen in a long long time .,jukebox ' s,8.5,8.5,rest16_quad_test_63,AMBIENCE#GENERAL,best,eng_restaurant_train_alltasks
"the food is great , the bartenders go that extra mile .",food,7.67,7.5,rest16_quad_test_64,FOOD#QUALITY,great,eng_restaurant_train_alltasks
"the food is great , the bartenders go that extra mile .",bartenders,6.67,6.67,rest16_quad_test_64,SERVICE#GENERAL,NULL,eng_restaurant_train_alltasks
